seq,HOTA(0),LocA(0),HOTALocA(0),HOTA___5,HOTA___10,HOTA___15,HOTA___20,HOTA___25,HOTA___30,HOTA___35,HOTA___40,HOTA___45,HOTA___50,HOTA___55,HOTA___60,HOTA___65,HOTA___70,HOTA___75,HOTA___80,HOTA___85,HOTA___90,HOTA___95,HOTA___AUC,DetA___5,DetA___10,DetA___15,DetA___20,DetA___25,DetA___30,DetA___35,DetA___40,DetA___45,DetA___50,DetA___55,DetA___60,DetA___65,DetA___70,DetA___75,DetA___80,DetA___85,DetA___90,DetA___95,DetA___AUC,AssA___5,AssA___10,AssA___15,AssA___20,AssA___25,AssA___30,AssA___35,AssA___40,AssA___45,AssA___50,AssA___55,AssA___60,AssA___65,AssA___70,AssA___75,AssA___80,AssA___85,AssA___90,AssA___95,AssA___AUC,DetRe___5,DetRe___10,DetRe___15,DetRe___20,DetRe___25,DetRe___30,DetRe___35,DetRe___40,DetRe___45,DetRe___50,DetRe___55,DetRe___60,DetRe___65,DetRe___70,DetRe___75,DetRe___80,DetRe___85,DetRe___90,DetRe___95,DetRe___AUC,DetPr___5,DetPr___10,DetPr___15,DetPr___20,DetPr___25,DetPr___30,DetPr___35,DetPr___40,DetPr___45,DetPr___50,DetPr___55,DetPr___60,DetPr___65,DetPr___70,DetPr___75,DetPr___80,DetPr___85,DetPr___90,DetPr___95,DetPr___AUC,AssRe___5,AssRe___10,AssRe___15,AssRe___20,AssRe___25,AssRe___30,AssRe___35,AssRe___40,AssRe___45,AssRe___50,AssRe___55,AssRe___60,AssRe___65,AssRe___70,AssRe___75,AssRe___80,AssRe___85,AssRe___90,AssRe___95,AssRe___AUC,AssPr___5,AssPr___10,AssPr___15,AssPr___20,AssPr___25,AssPr___30,AssPr___35,AssPr___40,AssPr___45,AssPr___50,AssPr___55,AssPr___60,AssPr___65,AssPr___70,AssPr___75,AssPr___80,AssPr___85,AssPr___90,AssPr___95,AssPr___AUC,LocA___5,LocA___10,LocA___15,LocA___20,LocA___25,LocA___30,LocA___35,LocA___40,LocA___45,LocA___50,LocA___55,LocA___60,LocA___65,LocA___70,LocA___75,LocA___80,LocA___85,LocA___90,LocA___95,LocA___AUC,OWTA___5,OWTA___10,OWTA___15,OWTA___20,OWTA___25,OWTA___30,OWTA___35,OWTA___40,OWTA___45,OWTA___50,OWTA___55,OWTA___60,OWTA___65,OWTA___70,OWTA___75,OWTA___80,OWTA___85,OWTA___90,OWTA___95,OWTA___AUC,HOTA_TP___5,HOTA_TP___10,HOTA_TP___15,HOTA_TP___20,HOTA_TP___25,HOTA_TP___30,HOTA_TP___35,HOTA_TP___40,HOTA_TP___45,HOTA_TP___50,HOTA_TP___55,HOTA_TP___60,HOTA_TP___65,HOTA_TP___70,HOTA_TP___75,HOTA_TP___80,HOTA_TP___85,HOTA_TP___90,HOTA_TP___95,HOTA_TP___AUC,HOTA_FN___5,HOTA_FN___10,HOTA_FN___15,HOTA_FN___20,HOTA_FN___25,HOTA_FN___30,HOTA_FN___35,HOTA_FN___40,HOTA_FN___45,HOTA_FN___50,HOTA_FN___55,HOTA_FN___60,HOTA_FN___65,HOTA_FN___70,HOTA_FN___75,HOTA_FN___80,HOTA_FN___85,HOTA_FN___90,HOTA_FN___95,HOTA_FN___AUC,HOTA_FP___5,HOTA_FP___10,HOTA_FP___15,HOTA_FP___20,HOTA_FP___25,HOTA_FP___30,HOTA_FP___35,HOTA_FP___40,HOTA_FP___45,HOTA_FP___50,HOTA_FP___55,HOTA_FP___60,HOTA_FP___65,HOTA_FP___70,HOTA_FP___75,HOTA_FP___80,HOTA_FP___85,HOTA_FP___90,HOTA_FP___95,HOTA_FP___AUC,MOTA,MOTP,MODA,CLR_Re,CLR_Pr,MTR,PTR,MLR,sMOTA,CLR_F1,FP_per_frame,MOTAL,MOTP_sum,CLR_TP,CLR_FN,CLR_FP,IDSW,MT,PT,ML,Frag,CLR_Frames,IDF1,IDR,IDP,IDTP,IDFN,IDFP,Dets,GT_Dets,IDs,GT_IDs
Suwon_A_2210261635_0000,0.5756983337031395,0.5678624876542242,0.3269174879150565,0.5756983337031395,0.5756983337031395,0.5756983337031395,0.5756983337031395,0.5756983337031395,0.5756983337031395,0.5756983337031395,0.5172473141381597,0.497549550854541,0.4266678503771459,0.30464964000673095,0.2511471442698246,0.14404151706568366,0.10747749323189275,0.07462778926574919,0.0,0.0,0.0,0.0,0.3343840334279844,0.4857142857142857,0.4857142857142857,0.4857142857142857,0.4857142857142857,0.4857142857142857,0.4857142857142857,0.4857142857142857,0.4246575342465753,0.38666666666666666,0.3,0.19540229885057472,0.15555555555555556,0.08333333333333333,0.050505050505050504,0.0297029702970297,0.0,0.0,0.0,0.0,0.26451702155025186,0.6823529411764705,0.6823529411764705,0.6823529411764705,0.6823529411764705,0.6823529411764705,0.6823529411764705,0.6823529411764705,0.6300248138957817,0.6402298850574711,0.6068181818181818,0.47497600438776916,0.40548142333856624,0.24897550366300367,0.2287179487179487,0.1875,0.0,0.0,0.0,0.0,0.43153654469021135,0.4857142857142857,0.4857142857142857,0.4857142857142857,0.4857142857142857,0.4857142857142857,0.4857142857142857,0.4857142857142857,0.44285714285714284,0.4142857142857143,0.34285714285714286,0.24285714285714285,0.2,0.11428571428571428,0.07142857142857142,0.04285714285714286,0.0,0.0,0.0,0.0,0.2774436090225564,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9117647058823529,0.8529411764705882,0.7058823529411765,0.5,0.4117647058823529,0.23529411764705882,0.14705882352941177,0.08823529411764706,0.0,0.0,0.0,0.0,0.5712074303405573,0.6823529411764705,0.6823529411764705,0.6823529411764705,0.6823529411764705,0.6823529411764705,0.6823529411764705,0.6823529411764705,0.6419354838709677,0.6448275862068965,0.6333333333333333,0.5470588235294118,0.5,0.35000000000000003,0.34,0.3,0.0,0.0,0.0,0.0,0.45966451658820534,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9447004608294931,0.9507389162561576,0.8983134920634921,0.699813258636788,0.6176303854875284,0.4171626984126984,0.40555555555555556,0.3333333333333333,0.0,0.0,0.0,0.0,0.6456446368723708,0.5678624876542242,0.5678624876542242,0.5678624876542242,0.5678624876542242,0.5678624876542242,0.5678624876542242,0.5678624876542242,0.5865523624156839,0.597491659398295,0.6231539811071855,0.6605016647433724,0.6789519036601942,0.7241872334466952,0.7579747593569184,0.7761246086254493,1.0,1.0,1.0,1.0,0.7042092413859664,0.5756983337031395,0.5756983337031395,0.5756983337031395,0.5756983337031395,0.5756983337031395,0.5756983337031395,0.5756983337031395,0.5282149079787403,0.515012713666464,0.4561271183036019,0.33963409038451275,0.2847740940951498,0.1686841524144217,0.12781626006497115,0.08964214570007951,0.0,0.0,0.0,0.0,0.3441996746594693,34.0,34.0,34.0,34.0,34.0,34.0,34.0,31.0,29.0,24.0,17.0,14.0,8.0,5.0,3.0,0.0,0.0,0.0,0.0,19.42105263157895,36.0,36.0,36.0,36.0,36.0,36.0,36.0,39.0,41.0,46.0,53.0,56.0,62.0,65.0,67.0,70.0,70.0,70.0,70.0,50.578947368421055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,10.0,17.0,20.0,26.0,29.0,31.0,34.0,34.0,34.0,34.0,14.578947368421053,0.2,0.6231539811071855,0.2,0.34285714285714286,0.7058823529411765,0.14285714285714285,0.42857142857142855,0.42857142857142855,0.07079565066532072,0.46153846153846156,0.9090909090909091,0.2,14.95569554657245,24,46,10,0,1,3,3,4.0,11,0.46153846153846156,0.34285714285714286,0.7058823529411765,24,46,10,34,70,6,7
Suwon_A_2210261635_0039,0.03580574370197164,0.6136363636363636,0.021971706362573507,0.03580574370197164,0.03580574370197164,0.03580574370197164,0.03580574370197164,0.03580574370197164,0.03580574370197164,0.03580574370197164,0.03580574370197164,0.03580574370197164,0.03580574370197164,0.03580574370197164,0.03580574370197164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02261415391703472,0.01282051282051282,0.01282051282051282,0.01282051282051282,0.01282051282051282,0.01282051282051282,0.01282051282051282,0.01282051282051282,0.01282051282051282,0.01282051282051282,0.01282051282051282,0.01282051282051282,0.01282051282051282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008097165991902834,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06315789473684212,0.01282051282051282,0.01282051282051282,0.01282051282051282,0.01282051282051282,0.01282051282051282,0.01282051282051282,0.01282051282051282,0.01282051282051282,0.01282051282051282,0.01282051282051282,0.01282051282051282,0.01282051282051282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008097165991902834,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.631578947368421,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06315789473684212,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.631578947368421,0.6136363636363636,0.6136363636363636,0.6136363636363636,0.6136363636363636,0.6136363636363636,0.6136363636363636,0.6136363636363636,0.6136363636363636,0.6136363636363636,0.6136363636363636,0.6136363636363636,0.6136363636363636,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7559808612440191,0.03580574370197164,0.03580574370197164,0.03580574370197164,0.03580574370197164,0.03580574370197164,0.03580574370197164,0.03580574370197164,0.03580574370197164,0.03580574370197164,0.03580574370197164,0.03580574370197164,0.03580574370197164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02261415391703472,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.631578947368421,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,77.36842105263158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3684210526315789,0.01282051282051282,0.6136363636363636,0.01282051282051282,0.01282051282051282,1.0,0.0,0.0,1.0,0.007867132867132868,0.02531645569620253,0.0,0.01282051282051282,0.6136363636363636,1,77,0,0,0,0,10,0.0,11,0.02531645569620253,0.01282051282051282,1.0,1,77,0,1,78,1,10
Suwon_A_2210261635_0062,0.061413854868642696,0.808095240587324,0.04962824382547082,0.061413854868642696,0.061413854868642696,0.061413854868642696,0.061413854868642696,0.061413854868642696,0.061413854868642696,0.061413854868642696,0.061413854868642696,0.061413854868642696,0.061413854868642696,0.061413854868642696,0.061413854868642696,0.061413854868642696,0.061413854868642696,0.061413854868642696,0.061413854868642696,0.0,0.0,0.0,0.051716930415699115,0.027522935779816515,0.027522935779816515,0.027522935779816515,0.027522935779816515,0.027522935779816515,0.027522935779816515,0.027522935779816515,0.027522935779816515,0.027522935779816515,0.027522935779816515,0.027522935779816515,0.027522935779816515,0.027522935779816515,0.027522935779816515,0.027522935779816515,0.027522935779816515,0.0,0.0,0.0,0.023177209077740225,0.13703703703703704,0.13703703703703704,0.13703703703703704,0.13703703703703704,0.13703703703703704,0.13703703703703704,0.13703703703703704,0.13703703703703704,0.13703703703703704,0.13703703703703704,0.13703703703703704,0.13703703703703704,0.13703703703703704,0.13703703703703704,0.13703703703703704,0.13703703703703704,0.0,0.0,0.0,0.11539961013645224,0.027522935779816515,0.027522935779816515,0.027522935779816515,0.027522935779816515,0.027522935779816515,0.027522935779816515,0.027522935779816515,0.027522935779816515,0.027522935779816515,0.027522935779816515,0.027522935779816515,0.027522935779816515,0.027522935779816515,0.027522935779816515,0.027522935779816515,0.027522935779816515,0.0,0.0,0.0,0.023177209077740225,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.8421052631578947,0.13703703703703704,0.13703703703703704,0.13703703703703704,0.13703703703703704,0.13703703703703704,0.13703703703703704,0.13703703703703704,0.13703703703703704,0.13703703703703704,0.13703703703703704,0.13703703703703704,0.13703703703703704,0.13703703703703704,0.13703703703703704,0.13703703703703704,0.13703703703703704,0.0,0.0,0.0,0.11539961013645224,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.8421052631578947,0.808095240587324,0.808095240587324,0.808095240587324,0.808095240587324,0.808095240587324,0.808095240587324,0.808095240587324,0.808095240587324,0.808095240587324,0.808095240587324,0.808095240587324,0.808095240587324,0.808095240587324,0.808095240587324,0.808095240587324,0.808095240587324,1.0,1.0,1.0,0.838395992073536,0.061413854868642696,0.061413854868642696,0.061413854868642696,0.061413854868642696,0.061413854868642696,0.061413854868642696,0.061413854868642696,0.061413854868642696,0.061413854868642696,0.061413854868642696,0.061413854868642696,0.061413854868642696,0.061413854868642696,0.061413854868642696,0.061413854868642696,0.061413854868642696,0.0,0.0,0.0,0.051716930415699115,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,2.526315789473684,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,109.0,109.0,109.0,106.47368421052632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,0.47368421052631576,0.027522935779816515,0.808095240587324,0.027522935779816515,0.027522935779816515,1.0,0.0,0.07692307692307693,0.9230769230769231,0.02224115341066029,0.05357142857142857,0.0,0.027522935779816515,2.4242857217619718,3,106,0,0,0,1,12,0.0,11,0.05357142857142857,0.027522935779816515,1.0,3,106,0,3,109,3,13
Suwon_A_2210261635_0069,0.5024937810560445,0.7155990307067895,0.3595840626598952,0.5024937810560445,0.5024937810560445,0.5024937810560445,0.5024937810560445,0.5024937810560445,0.5024937810560445,0.5024937810560445,0.5024937810560445,0.5024937810560445,0.4767312946227961,0.4767312946227961,0.4586038162918624,0.3655253964186309,0.2932560438860604,0.2380036453862919,0.10910894511799618,0.0,0.0,0.0,0.36528444557109657,0.425,0.425,0.425,0.425,0.425,0.425,0.425,0.425,0.425,0.3902439024390244,0.3902439024390244,0.35714285714285715,0.29545454545454547,0.2127659574468085,0.16326530612244897,0.05555555555555555,0.0,0.0,0.0,0.29945642245264553,0.5941176470588234,0.5941176470588234,0.5941176470588234,0.5941176470588234,0.5941176470588234,0.5941176470588234,0.5941176470588234,0.5941176470588234,0.5941176470588234,0.5823863636363635,0.5823863636363635,0.5888888888888888,0.4522144522144522,0.40419580419580414,0.3469551282051282,0.21428571428571427,0.0,0.0,0.0,0.44833534413642767,0.425,0.425,0.425,0.425,0.425,0.425,0.425,0.425,0.425,0.4,0.4,0.375,0.325,0.25,0.2,0.075,0.0,0.0,0.0,0.3078947368421052,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9411764705882353,0.9411764705882353,0.8823529411764706,0.7647058823529411,0.5882352941176471,0.47058823529411764,0.17647058823529413,0.0,0.0,0.0,0.7244582043343654,0.5941176470588234,0.5941176470588234,0.5941176470588234,0.5941176470588234,0.5941176470588234,0.5941176470588234,0.5941176470588234,0.5941176470588234,0.5941176470588234,0.5874999999999999,0.5874999999999999,0.5933333333333333,0.5,0.45999999999999996,0.425,0.3,0.0,0.0,0.0,0.46317853457172337,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.953125,0.953125,0.9333333333333333,0.7930402930402931,0.6892857142857143,0.6339285714285714,0.42857142857142855,0.0,0.0,0.0,0.7570741758241758,0.7155990307067895,0.7155990307067895,0.7155990307067895,0.7155990307067895,0.7155990307067895,0.7155990307067895,0.7155990307067895,0.7155990307067895,0.7155990307067895,0.7305581389913993,0.7305581389913993,0.740668264924159,0.7552913675873975,0.7827373004216135,0.7958264352026366,0.8174439130636922,1.0,1.0,1.0,0.7786039387128106,0.5024937810560445,0.5024937810560445,0.5024937810560445,0.5024937810560445,0.5024937810560445,0.5024937810560445,0.5024937810560445,0.5024937810560445,0.5024937810560445,0.48265364958171136,0.48265364958171136,0.4699290726623894,0.3833662699947623,0.3178819766028754,0.26342176379529775,0.1267731382092775,0.0,0.0,0.0,0.37100650262802237,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,16.0,16.0,15.0,13.0,10.0,8.0,3.0,0.0,0.0,0.0,12.31578947368421,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,24.0,24.0,25.0,27.0,30.0,32.0,37.0,40.0,40.0,40.0,27.68421052631579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,4.0,7.0,9.0,14.0,17.0,17.0,17.0,4.684210526315789,0.375,0.7305581389913993,0.375,0.4,0.9411764705882353,0.0,0.75,0.25,0.26722325559655974,0.5614035087719298,0.09090909090909091,0.375,11.68893022386239,16,24,1,0,0,3,1,3.0,11,0.5614035087719298,0.4,0.9411764705882353,16,24,1,17,40,3,4
Suwon_A_2210261635_0101,0.7035623639735143,0.7253224581657061,0.5103095833101446,0.7035623639735143,0.7035623639735143,0.7035623639735143,0.7035623639735143,0.7035623639735143,0.7035623639735143,0.7035623639735143,0.7035623639735143,0.7035623639735143,0.6722976476116266,0.6145615920420208,0.6020168124099545,0.5937753531096371,0.5237928735282434,0.4194628123553397,0.21100984501829817,0.06640158940746631,0.04111476591941376,0.0,0.5303418193244016,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.5714285714285714,0.5,0.4666666666666667,0.43478260869565216,0.375,0.2692307692307692,0.11864406779661017,0.047619047619047616,0.03125,0.0,0.4560327227072273,0.7615384615384614,0.7615384615384614,0.7615384615384614,0.7615384615384614,0.7615384615384614,0.7615384615384614,0.7615384615384614,0.7615384615384614,0.7615384615384614,0.7909722222222221,0.7553719008264462,0.7766233766233765,0.8109090909090909,0.7316239316239317,0.6535250463821892,0.3752834467120181,0.0925925925925926,0.054093567251461985,0.0,0.6260442804731307,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.6,0.55,0.525,0.5,0.45,0.35,0.175,0.075,0.05,0.0,0.48026315789473684,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9230769230769231,0.8461538461538461,0.8076923076923077,0.7692307692307693,0.6923076923076923,0.5384615384615384,0.2692307692307692,0.11538461538461539,0.07692307692307693,0.0,0.7388663967611336,0.7615384615384614,0.7615384615384614,0.7615384615384614,0.7615384615384614,0.7615384615384614,0.7615384615384614,0.7615384615384614,0.7615384615384614,0.7615384615384614,0.7916666666666666,0.7818181818181816,0.8047619047619047,0.8399999999999999,0.7777777777777778,0.7571428571428571,0.5285714285714286,0.16666666666666666,0.1,0.0,0.6527500861711386,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9722222222222222,0.9595959595959596,0.9338624338624338,0.9555555555555555,0.8888888888888888,0.7769841269841269,0.5301587301587302,0.17037037037037037,0.10555555555555556,0.0,0.8049049391154655,0.7253224581657061,0.7253224581657061,0.7253224581657061,0.7253224581657061,0.7253224581657061,0.7253224581657061,0.7253224581657061,0.7253224581657061,0.7253224581657061,0.7458555289496559,0.7663498412768835,0.7766171212685806,0.7830839998460808,0.7939645251734357,0.8132235625897613,0.8530231973009734,0.8899403367036118,0.9063390764839894,1.0,0.781910490162333,0.7035623639735143,0.7035623639735143,0.7035623639735143,0.7035623639735143,0.7035623639735143,0.7035623639735143,0.7035623639735143,0.7035623639735143,0.7035623639735143,0.6889000895146794,0.6445576354792064,0.6385352556650828,0.6367531275577258,0.573786344583739,0.4782611903905294,0.25627056634464124,0.08333333333333334,0.052006522308005745,0.0,0.5465508074178196,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,24.0,22.0,21.0,20.0,18.0,14.0,7.0,3.0,2.0,0.0,19.210526315789473,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,16.0,18.0,19.0,20.0,22.0,26.0,33.0,37.0,38.0,40.0,20.789473684210527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,5.0,6.0,8.0,12.0,19.0,23.0,24.0,26.0,6.7894736842105265,0.525,0.7458555289496559,0.55,0.6,0.9230769230769231,0.5,0.25,0.25,0.37251331736979354,0.7272727272727273,0.18181818181818182,0.55,17.900532694791742,24,16,2,1,2,1,1,1.0,11,0.6666666666666666,0.55,0.8461538461538461,22,18,4,26,40,5,4
Suwon_A_2210261635_0102,0.5804703375779694,0.7063863261139957,0.4100363091798526,0.5804703375779694,0.5804703375779694,0.5804703375779694,0.5804703375779694,0.5804703375779694,0.5804703375779694,0.5804703375779694,0.5804703375779694,0.5804703375779694,0.5804703375779694,0.5510480679083255,0.4280253300982118,0.3535533905932738,0.21578309221501182,0.15537864764028594,0.11488820957478926,0.08953588489170893,0.0,0.0,0.40594294730006847,0.46551724137931033,0.46551724137931033,0.46551724137931033,0.46551724137931033,0.46551724137931033,0.46551724137931033,0.46551724137931033,0.46551724137931033,0.46551724137931033,0.46551724137931033,0.4406779661016949,0.3492063492063492,0.2878787878787879,0.18055555555555555,0.1038961038961039,0.0625,0.04938271604938271,0.0,0.0,0.32259315223584095,0.7238095238095238,0.7238095238095238,0.7238095238095238,0.7238095238095238,0.7238095238095238,0.7238095238095238,0.7238095238095238,0.7238095238095238,0.7238095238095238,0.7238095238095238,0.689060939060939,0.5246344564526382,0.4342105263157895,0.25788374521406193,0.23237179487179485,0.21118881118881117,0.16233766233766234,0.0,0.0,0.5131464828177336,0.46551724137931033,0.46551724137931033,0.46551724137931033,0.46551724137931033,0.46551724137931033,0.46551724137931033,0.46551724137931033,0.46551724137931033,0.46551724137931033,0.46551724137931033,0.4482758620689655,0.3793103448275862,0.3275862068965517,0.22413793103448276,0.13793103448275862,0.08620689655172414,0.06896551724137931,0.0,0.0,0.33303085299455537,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9629629629629629,0.8148148148148148,0.7037037037037037,0.48148148148148145,0.2962962962962963,0.18518518518518517,0.14814814814814814,0.0,0.0,0.7153996101364521,0.7238095238095238,0.7238095238095238,0.7238095238095238,0.7238095238095238,0.7238095238095238,0.7238095238095238,0.7238095238095238,0.7238095238095238,0.7238095238095238,0.7238095238095238,0.7016483516483517,0.5909090909090908,0.5,0.33076923076923076,0.27499999999999997,0.25999999999999995,0.2,0.0,0.0,0.5313906269169426,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.967032967032967,0.8655844155844155,0.793233082706767,0.5912087912087911,0.6339285714285714,0.5666666666666667,0.5,0.0,0.0,0.7851397102435884,0.7063863261139957,0.7063863261139957,0.7063863261139957,0.7063863261139957,0.7063863261139957,0.7063863261139957,0.7063863261139957,0.7063863261139957,0.7063863261139957,0.7063863261139957,0.7130580995458365,0.7379545871171278,0.7565544797887784,0.7915040865025103,0.8311431369750171,0.8696703215366769,0.8772485444911273,1.0,1.0,0.7705787640577385,0.5804703375779694,0.5804703375779694,0.5804703375779694,0.5804703375779694,0.5804703375779694,0.5804703375779694,0.5804703375779694,0.5804703375779694,0.5804703375779694,0.5804703375779694,0.5557781809999321,0.4460933496315356,0.3771490147280579,0.2404194856905395,0.17902871850985821,0.13492935929231803,0.10580973892262122,0.0,0.0,0.41283743281866087,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,26.0,22.0,19.0,13.0,8.0,5.0,4.0,0.0,0.0,19.31578947368421,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,32.0,36.0,39.0,45.0,50.0,53.0,54.0,58.0,58.0,38.68421052631579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,8.0,14.0,19.0,22.0,23.0,27.0,27.0,7.684210526315789,0.41379310344827586,0.7063863261139957,0.46551724137931033,0.46551724137931033,1.0,0.2857142857142857,0.14285714285714285,0.5714285714285714,0.27711087594961864,0.6352941176470588,0.0,0.457291012849661,19.072430805077882,27,31,0,3,2,1,4,2.0,11,0.5647058823529412,0.41379310344827586,0.8888888888888888,24,34,3,27,58,5,7
